name,url,rating,price,contact,via,CAP,comune
Fuori di Teglia,https://www.tripadvisor.it/Restaurant_Review-g675104-d10382801-Reviews-Fuori_di_Teglia-Gorgonzola_Province_of_Milan_Lombardy.html,4.5,cibo economico,+390295305726,Via Milano 14 C/D ,20064, Gorgonzola
Ristorante ai Tigli,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2717224-Reviews-RISTORANTE_AI_TIGLI-Teglio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342780290,Via Carlo Besta 13 ,23036, Teglio
La Teglia di Traiano,https://www.tripadvisor.it/Restaurant_Review-g187849-d10721269-Reviews-La_Teglia_di_Traiano-Milan_Lombardy.html,4.0,cibo economico,+390239545128,Via Marco Ulpio Traiano 60 ,20149, Milano
Ristorante San Pietro,https://www.tripadvisor.it/Restaurant_Review-g1632628-d1966536-Reviews-Ristorante_San_Pietro-Teglio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393397393009,Via Dr. Egisto Pruneri 2 ,23036, Teglio
Pizza Per Caso Le Quattro Coppe,https://www.tripadvisor.it/Restaurant_Review-g1514130-d3982643-Reviews-Pizza_Per_Caso_Le_Quattro_Coppe-San_Martino_della_Battaglia_Desenzano_Del_Garda_.html,4.5,fascia media,+393939826058,Localita Ca' Vecchie 13B ,25015, San Martino della Battaglia Desenzano Del Garda
Spontini - Monza,https://www.tripadvisor.it/Restaurant_Review-g635872-d7260069-Reviews-Spontini_Monza-Monza_Province_of_Monza_and_Brianza_Lombardy.html,3.0,cibo economico,+390392302942,Via Italia 28 ,20900, Monza
Graninteglia,https://www.tripadvisor.it/Restaurant_Review-g1078006-d16693077-Reviews-Graninteglia_Paratico-Paratico_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39035911325,Via Dott. Aldo Madruzza n. 19 ,25030, Paratico
Pizzeria Da Luca,https://www.tripadvisor.it/Restaurant_Review-g187804-d1982300-Reviews-Pizzeria_Da_Luca-Parma_Province_of_Parma_Emilia_Romagna.html,4.0,cibo economico,+390521780878,Viale Antonio Fratti 24/bis ,43121, Parma
La Corna,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2392587-Reviews-La_Corna-Teglio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342786105,Via della Chiesa 9 ,23036, Teglio
Agriturismo Il Vecchio Torchio,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2375092-Reviews-Agriturismo_Il_Vecchio_Torchio-Teglio_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+390342780481,Via Arboledo 15 ,23036, Teglio
Ristorante Al Castello,https://www.tripadvisor.it/Restaurant_Review-g1632628-d2255474-Reviews-Ristorante_Al_Castello-Teglio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342780305,Via Carlo Besta 10 ,23036, Teglio
La Pizza Dal 1964,https://www.tripadvisor.it/Restaurant_Review-g187849-d2702724-Reviews-La_Pizza_Dal_1964-Milan_Lombardy.html,3.5,cibo economico,44-02-284-6659,Via Casoretto 44 ,20131, Milano
Ristorante Pizzeria Marechiaro,https://www.tripadvisor.it/Restaurant_Review-g187848-d3598785-Reviews-Ristorante_Pizzeria_Marechiaro-Mantua_Province_of_Mantua_Lombardy.html,3.0,fascia media,+393338377747,Largo Primo Maggio 7 ,46100, Mantova
Pizzeria Modaffari,https://www.tripadvisor.it/Restaurant_Review-g1081186-d5285626-Reviews-Pizzeria_Modaffari-Arcore_Province_of_Monza_and_Brianza_Lombardy.html,4.5,cibo economico,+390399711130,Via Camillo Golgi 19 ,20862, Arcore
Pizzeria Linus,https://www.tripadvisor.it/Restaurant_Review-g1051496-d2278041-Reviews-Pizzeria_Linus-Lonato_del_Garda_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+390309132873,Viale Roma 72/74 ,25017, Lonato del Garda
La Teglia,https://www.tripadvisor.it/Restaurant_Review-g2317540-d18950093-Reviews-La_Teglia-Cossato_Province_of_Biella_Piedmont.html,4.5,cibo economico,+393467650581,Via Giuseppe Mazzini 2/C ,13836, Cossato
Azienda Agrituristica Il Mulinel,https://www.tripadvisor.it/Restaurant_Review-g1632628-d4685828-Reviews-Azienda_Agrituristica_Il_Mulinel-Teglio_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393387710174,Via Scranzi 42 ,23036, Teglio
La Teglia,https://www.tripadvisor.it/Restaurant_Review-g3135335-d13199417-Reviews-La_Teglia-Sedriano_Province_of_Milan_Lombardy.html,4.0,cibo economico,+393281024514,Via Papa Giovanni XXIII 18 ,20018, Sedriano
Ristorante Pizzeria Piccadilly - Voglia Di Pizza,https://www.tripadvisor.it/Restaurant_Review-g1095773-d3581795-Reviews-Ristorante_Pizzeria_Piccadilly_Voglia_Di_Pizza-Sant_Andrea_Bagni_Province_of_Par.html,4.0,fascia media,+393461363725,Piazza Ponzi C. 3 ,43048, Sant'Andrea Bagni
Pizzaiolo in Camicia,https://www.tripadvisor.it/Restaurant_Review-g187831-d21209870-Reviews-Pizzaiolo_in_Camicia-Cremona_Province_of_Cremona_Lombardy.html,5.0,fascia media,+393272624591,Corso Giacomo Matteotti 106 ,26100, Cremona
La Teglia 3,https://www.tripadvisor.it/Restaurant_Review-g3732334-d12208340-Reviews-La_Teglia_3-Solaro_Province_of_Milan_Lombardy.html,4.5,cibo economico,+390296799464,Via Drizza 51 ,20020, Solaro
In Teglia,https://www.tripadvisor.it/Restaurant_Review-g194889-d19083658-Reviews-In_Teglia-Rovereto_Province_of_Trento_Trentino_Alto_Adige.html,5.0,fascia media,+390464664462,Via Luigi Negrelli 37 ,38068, Rovereto
Ristorante Tirolese,https://www.tripadvisor.it/Restaurant_Review-g194899-d1645592-Reviews-Ristorante_Tirolese-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034525611,Via De' Medici 3 ,24016, San Pellegrino Terme
Ristorante Cà Bigio,https://www.tripadvisor.it/Restaurant_Review-g194899-d3847365-Reviews-Ristorante_Ca_Bigio-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034521058,Via Papa Giovanni XXIII 56 ,24016, San Pellegrino Terme
Taverna della Taragna,https://www.tripadvisor.it/Restaurant_Review-g194899-d2630353-Reviews-Taverna_della_Taragna-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034522716,Viale Papa Giovanni XXIII 3 ,24016, San Pellegrino Terme
Birrificio Via Priula di San Pellegrino Terme,https://www.tripadvisor.it/Restaurant_Review-g194899-d15117198-Reviews-Birrificio_Via_Priula_di_San_Pellegrino_Terme-San_Pellegrino_Terme_Province_of_B.html,4.5,fascia media,+393283170339,Via De Medici 4 ,24016, San Pellegrino Terme
Birrificio Artigianale Via Priula,https://www.tripadvisor.it/Restaurant_Review-g194899-d4027809-Reviews-Birrificio_Artigianale_Via_Priula-San_Pellegrino_Terme_Province_of_Bergamo_Lombar.html,4.0,fascia media,+393517743404,Via De Medici 2 incrocio Hotel Papa ,24016, San Pellegrino Terme
Ai Portici,https://www.tripadvisor.it/Restaurant_Review-g194899-d12320683-Reviews-Ai_Portici-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393484725115,Viale Papa Giovanni XXIII 43 ,24016, San Pellegrino Terme
Ristorante Hotel Centrale,https://www.tripadvisor.it/Restaurant_Review-g194899-d10750174-Reviews-Ristorante_Hotel_Centrale-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034521008,Viale Papa Giovanni XXIII 63 ,24016, San Pellegrino Terme
Bar Trattoria Pizzeria Tecla,https://www.tripadvisor.it/Restaurant_Review-g1019221-d10541725-Reviews-Bar_Trattoria_Pizzeria_Tecla-San_Giovanni_Bianco_Province_of_Bergamo_Lombardy.html,5.0,cibo economico,+39034545086,Via San Gallo 2 ,24015, San Giovanni Bianco
Trattoria Dell' Arlecchino,https://www.tripadvisor.it/Restaurant_Review-g1019221-d3737477-Reviews-Trattoria_Dell_Arlecchino-San_Giovanni_Bianco_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+393452304308,Via Roncaglia Entro 72 ,24015, San Giovanni Bianco
I Sapori Del Sud,https://www.tripadvisor.it/Restaurant_Review-g194899-d25164376-Reviews-I_Sapori_Del_Sud-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.5,fascia media,3716112091,Viale Cesare Mazzoni 11 ,24016, San Pellegrino Terme
Ristorante Orizzonte,https://www.tripadvisor.it/Restaurant_Review-g194899-d4400461-Reviews-Ristorante_Pizzeria_Bar_Orizzonte-San_Pellegrino_Terme_Province_of_Bergamo_Lombar.html,4.0,fascia media,+39034523116,Viale Vittorio Veneto 8 ,24016, San Pellegrino Terme
Briefing Cafe,https://www.tripadvisor.it/Restaurant_Review-g194899-d17826502-Reviews-Briefing_Cafe-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,3.5,cibo economico,+393756200529,Viale Papa Giovanni XXIII 33 ,24016, San Pellegrino Terme
Alby&paul Salsamentario Bistro,https://www.tripadvisor.it/Restaurant_Review-g194899-d21228653-Reviews-Alby_paul_Salsamentario_Bistro-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393388295846,Via San Carlo 25 ,24016, San Pellegrino Terme
Ristorante Pizzeria Internazionale,https://www.tripadvisor.it/Restaurant_Review-g194899-d2248449-Reviews-Ristorante_Pizzeria_Internazionale-San_Pellegrino_Terme_Province_of_Bergamo_Lomba.html,3.5,cibo economico,+39034521444,Piazza Antonio Rosmini 2 Aperto Tutte le Sere ,24016, San Pellegrino Terme
Colleoni - Bar Caffetteria,https://www.tripadvisor.it/Restaurant_Review-g194899-d4931682-Reviews-Colleoni_Bar_Caffetteria-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,3.5,fascia media,,Viale Papa Giovanni XXIII 43 ,24016, San Pellegrino Terme
Pasticceria Giuliano,https://www.tripadvisor.it/Restaurant_Review-g194899-d8085107-Reviews-Pasticceria_Giuliano-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,,+39034521620,Viale Giacomo Matteotti 3 portici Colleoni ,24016, San Pellegrino Terme
Trattoria Dentella,https://www.tripadvisor.it/Restaurant_Review-g2138360-d2616636-Reviews-Dentella-Bracca_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034597105,Via Cav. Antonio Dentella 25 ,24010, Bracca
La bottega della pizza,https://www.tripadvisor.it/Restaurant_Review-g194899-d20151304-Reviews-La_bottega_della_pizza-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034521842,Via San Carlo 14 ,24016, San Pellegrino Terme
Agriturismo Casa Eden,https://www.tripadvisor.it/Restaurant_Review-g1019221-d4049063-Reviews-Agriturismo_Casa_Eden-San_Giovanni_Bianco_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+393318757007,frazione Cornalita,,San Giovanni Bianco
Trattoria Camozzi,https://www.tripadvisor.it/Restaurant_Review-g21072848-d4553286-Reviews-Trattoria_Camozzi-Cornello_Province_of_Bergamo_Lombardy.html,3.5,cibo economico,+39034541306,Via Cornello 12 ,24010, Cornello
Beerghem - Birreria Via Priula,https://www.tripadvisor.it/Restaurant_Review-g187830-d12736344-Reviews-Beerghem_Birreria_Via_Priula-Bergamo_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+390350932223,Via Alberto Pitentino 2E ,24124, Bergamo
Ristorante Pizzeria La Torre,https://www.tripadvisor.it/Restaurant_Review-g1131567-d6648943-Reviews-La_Torre-Zogno_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034569084,Via Torre 4 ,24019, Zogno
Ristorante Cima Piazzi,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2224055-Reviews-Ristorante_Cima_Piazzi-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342950298,Via Nazionale 29 frazione Tola ,23030, Valdisotto
Agriturismo Chalet Caribona,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2224047-Reviews-Agriturismo_Chalet_Caribona-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393398608335,Strada per Bormio 2000 Località Caribona ,23030, Valdisotto
Ristorante del Hotel Ginepro,https://www.tripadvisor.it/Restaurant_Review-g1238423-d3702523-Reviews-Ristorante_del_Hotel_Ginepro-Valdisotto_Province_of_Sondrio_Lombardy.html,4.5,,+390342902402,Localita' San Pietro- Piatta 7,,Valdisotto
Rifugio Conca Bianca,https://www.tripadvisor.it/Restaurant_Review-g667205-d4674816-Reviews-Rifugio_Conca_Bianca-Valdidentro_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+390342985333,Via della Mola SNC ,23038, Valdidentro
Ristorante Pizzeria La Krapena,https://www.tripadvisor.it/Restaurant_Review-g1238423-d4611219-Reviews-Ristorante_Pizzeria_La_Krapena-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342951144,Via Nazionale 31 ,23030, Valdisotto
Ristorante Pizzeria Eira,https://www.tripadvisor.it/Restaurant_Review-g194697-d1885602-Reviews-Ristorante_Pizzeria_Eira-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342911716,Via Per Piatta 24 ,23032, Bormio
Agriturismo Malga San Colombano,https://www.tripadvisor.it/Restaurant_Review-g1238423-d3726889-Reviews-Agriturismo_Malga_San_Colombano-Valdisotto_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393289145398,Localita,,San Colombano Tel 3289145398 Valdisotto
Mirage Residence al Teleir,https://www.tripadvisor.it/Restaurant_Review-g2533595-d5502320-Reviews-Mirage_Residence_al_Teleir-Oga_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393356826763,Via Crap del Maro 22 ,23030, Oga
Osteria Il Triciclo,https://www.tripadvisor.it/Restaurant_Review-g1238423-d9722245-Reviews-Osteria_Il_Triciclo-Valdisotto_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+3903421856217,Via Roma 27/A ,23030, Valdisotto
Ristorante del Chalet Dei Rododendri,https://www.tripadvisor.it/Restaurant_Review-g1238423-d14992647-Reviews-Ristorante_del_Chalet_Dei_Rododendri-Valdisotto_Province_of_Sondrio_Lombardy.html,4.5,,+390342905034,Localita la Rocca 46 ,23030, Valdisotto
Le Motte,https://www.tripadvisor.it/Restaurant_Review-g1238423-d2043046-Reviews-Le_Motte-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342901645,Localita Le Motte 3 Le Motte ,23030, Valdisotto
Ristorante Hotel Cepina,https://www.tripadvisor.it/Restaurant_Review-g1238423-d3814015-Reviews-Ristorante_Hotel_Cepina-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,,+390342951161,Via Roma 120 Fraz. Cepina ,23030, Valdisotto
Ristorante Pizzeria ponte zola,https://www.tripadvisor.it/Restaurant_Review-g1238423-d11933383-Reviews-Ponte_Zola-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,,+390342950156,Via Carpin n 1 Via Carpin n 1 ,23030, Valdisotto
Albergo Ristorante San Pietro,https://www.tripadvisor.it/Restaurant_Review-g1238423-d6479516-Reviews-Albergo_Ristorante_San_Pietro-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+390342901759,Via Per San Pietro 2 ,23030, Valdisotto
Chalet Rododendri,https://www.tripadvisor.it/Restaurant_Review-g1238423-d941262-Reviews-Chalet_Rododendri-Valdisotto_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342905034,Valdisotto Italia,,
Hemingway Lecco,https://www.tripadvisor.it/Restaurant_Review-g187836-d12342448-Reviews-Hemingway-Lecco_Province_of_Lecco_Lombardy.html,3.5,fascia media,+393885838638,Piazza XX Settembre 43 ,23900, Lecco
Ristorante Indiano Curcuma,https://www.tripadvisor.it/Restaurant_Review-g187836-d5996628-Reviews-Curcuma-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341284263,Via Fratelli Torri Tarelli 5 ,23900, Lecco
La Stufata Trattoria Italiana,https://www.tripadvisor.it/Restaurant_Review-g187836-d21346793-Reviews-La_Stufata_Trattoria_Italiana-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+393808666005,Via Carlo Cattaneo 80 Angolo via Marco D'oggiono ,23900, Lecco
Gelateria Capo Horn,https://www.tripadvisor.it/Restaurant_Review-g187836-d4724102-Reviews-Gelateria_Capo_Horn-Lecco_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341367356,Piazza Mario Cermenati 9 ,23900, Lecco
Gyrosteria da Yorgo,https://www.tripadvisor.it/Restaurant_Review-g187836-d3648608-Reviews-Gyrosteria_da_Yorgo-Lecco_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+393349138526,Via Tonio da Belledo 123,,Lecco
Trattoria Corte Fiorina,https://www.tripadvisor.it/Restaurant_Review-g187836-d2384935-Reviews-Trattoria_Corte_Fiorina-Lecco_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341289160,Via Giuseppe Bovara 17 ,23900, Lecco
Mamaioa Bistrot,https://www.tripadvisor.it/Restaurant_Review-g187836-d4023510-Reviews-Mamaioa_Bistrot-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341321688,Vicolo del Torchio 1 Piazza Mario Cermenati 1 ,23900, Lecco
Myo Japanese Cuisine,https://www.tripadvisor.it/Restaurant_Review-g187836-d4591224-Reviews-Myo_Japanese_Cuisine-Lecco_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341780048,Via Pietro Nava 9 ,23900, Lecco
Caffeina,https://www.tripadvisor.it/Restaurant_Review-g187836-d8319763-Reviews-Caffeina-Lecco_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341282312,Via Roma 99 ,23900, Lecco
The Shamrock,https://www.tripadvisor.it/Restaurant_Review-g187836-d4004803-Reviews-The_Shamrock-Lecco_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341287582,Via Giuseppe Parini 5 ,23900, Lecco
Memo İstanbul Pizzeria Kebap,https://www.tripadvisor.it/Restaurant_Review-g187836-d8338284-Reviews-Memo_Istanbul_Pizzeria_Kebap-Lecco_Province_of_Lecco_Lombardy.html,5.0,cibo economico,+393880935119,Via Carlo Porta 3 ,23900, Lecco
Cardamomo Persian Palace,https://www.tripadvisor.it/Restaurant_Review-g187836-d3845789-Reviews-Cardamomo_Persian_Palace-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+3903411944666,Piazza XX Settembre 45 ,23900, Lecco
Napul'é,https://www.tripadvisor.it/Restaurant_Review-g187836-d19383143-Reviews-Napul_e-Lecco_Province_of_Lecco_Lombardy.html,4.0,cibo economico,+393665228490,Via Francesco Baracca 42 ,23900, Lecco
Pizzeria Capri,https://www.tripadvisor.it/Restaurant_Review-g187836-d1872944-Reviews-Pizzeria_Capri-Lecco_Province_of_Lecco_Lombardy.html,3.5,fascia media,+390341365247,Vicolo della Torre 8 ,23900, Lecco
Autentico Restaurant,https://www.tripadvisor.it/Restaurant_Review-g187836-d23460764-Reviews-Autentico_Restaurant-Lecco_Province_of_Lecco_Lombardy.html,4.5,,+393440115875,Vicolo Anghileri 5 Piazza XX Settembre ,23900, Lecco
Hambu,https://www.tripadvisor.it/Restaurant_Review-g187836-d8507131-Reviews-Hambu-Lecco_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341360898,Via Lungo Lario Cesare Battisti 17 ,23900, Lecco
Garage Pub,https://www.tripadvisor.it/Restaurant_Review-g187836-d10068561-Reviews-Garage_Pub-Lecco_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+393274703681,Corso Bergamo 53 ,23900, Lecco
Caffé Marchioni,https://www.tripadvisor.it/Restaurant_Review-g187836-d8340166-Reviews-Caffe_Marchioni-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,341282233,Via Camillo Benso di Cavour 56/G ,23900, Lecco
Gelateria Toldo,https://www.tripadvisor.it/Restaurant_Review-g187836-d14141928-Reviews-Gelati_Toldo-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+393289598173,Via Camillo Benso di Cavour 41 ,23900, Lecco
Ristorante Albergo Nicolin,https://www.tripadvisor.it/Restaurant_Review-g187836-d2037803-Reviews-Nicolin-Lecco_Province_of_Lecco_Lombardy.html,4.5,cucina raffinata,+390341422122,Via Amilcare Ponchielli 54 ,23900, Lecco
Punjab Indian Restaurant,https://www.tripadvisor.it/Restaurant_Review-g187836-d2627260-Reviews-Punjab_Indian_Restaurant-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341365831,Lungolario Luigi Cadorna 18 ,23900, Lecco
Ristorante Pizzeria Acquario,https://www.tripadvisor.it/Restaurant_Review-g187836-d1823189-Reviews-Ristorante_Pizzeria_Acquario-Lecco_Province_of_Lecco_Lombardy.html,4.0,fascia media,+3903411843456,Lungo Lario Cadorna 1 ,23900, Lecco
Bella Napoli,https://www.tripadvisor.it/Restaurant_Review-g187836-d1100827-Reviews-Bella_Napoli-Lecco_Province_of_Lecco_Lombardy.html,3.5,cibo economico,+390341364100,Corso Martiri della Liberazione 1 ,23900, Lecco
Bottega Del Maiale SNC,https://www.tripadvisor.it/Restaurant_Review-g187836-d5812983-Reviews-Bottega_Del_Maiale_SNC-Lecco_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341360951,Piazza Venti Settembre 51 ,23900, Lecco
Bharat Ristorante Indiano,https://www.tripadvisor.it/Restaurant_Review-g187836-d13819490-Reviews-Bharat_Indian_Restaurant_Pizzeria-Lecco_Province_of_Lecco_Lombardy.html,5.0,fascia media,+390341366854,Viale Valsugana 9 ,23900, Lecco
NIMA Sushi (Lecco),https://www.tripadvisor.it/Restaurant_Review-g187836-d23548565-Reviews-NIMA_Sushi_Lecco-Lecco_Province_of_Lecco_Lombardy.html,2.5,fascia media,+3903411584013,Via Nazario Sauro 2 ,23900, Lecco
Torchio Moderna Osteria,https://www.tripadvisor.it/Restaurant_Review-g187836-d23289099-Reviews-Torchio_Moderna_Osteria-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341324109,Vicolo Granai12 ,23900, Lecco
Aglio e Oglio Ristorante (Rogno) Pizza & Family Restaurant,https://www.tripadvisor.it/Restaurant_Review-g2370756-d3522005-Reviews-Aglio_e_Oglio_ROGNO-Rogno_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39035967091,Via Monte Grappa 1 ,24060, Rogno
Gli Spiazzi,https://www.tripadvisor.it/Restaurant_Review-g2370756-d3235955-Reviews-Gli_Spiazzi-Rogno_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+393203438859,Via Bartolomeo Colleoni 1 ,24060, Rogno
Le Betulle,https://www.tripadvisor.it/Restaurant_Review-g2370756-d3746763-Reviews-Le_Betulle-Rogno_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39035977117,Largo Aldo Moro 10 ,24060, Rogno
GiboGel,https://www.tripadvisor.it/Restaurant_Review-g2370756-d21332842-Reviews-GiboGel-Rogno_Province_of_Bergamo_Lombardy.html,,cibo economico,+393407865285,Via Vittorio Veneto 20 Presso centro commerciale Adamello Village ,24060, Rogno
Cristian,https://www.tripadvisor.it/Restaurant_Review-g2370756-d8463137-Reviews-Cristian-Rogno_Province_of_Bergamo_Lombardy.html,5.0,cibo economico,+393200672381,Via Rondinera 31 ,24060, Rogno
Ristorante La Perla,https://www.tripadvisor.it/Restaurant_Review-g2370756-d17830974-Reviews-Ristorante_Pizzeria_la_Perla-Rogno_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393291340626,Viale Roma 13 ,24060, Rogno
Rifugio Pian De La Palù,https://www.tripadvisor.it/Restaurant_Review-g2370756-d2355203-Reviews-Rifugio_Pian_De_La_Palu-Rogno_Province_of_Bergamo_Lombardy.html,3.0,fascia media,+39034665000,Localita Pian de la Palù Monte Pora ,24020, Rogno
Enoteca Guanella,https://www.tripadvisor.it/Restaurant_Review-g194697-d3981222-Reviews-Enoteca_Guanella-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342910120,Via Roma 30 ,23032, Bormio
Oliver Bormio,https://www.tripadvisor.it/Restaurant_Review-g194697-d6784677-Reviews-Oliver_Bar_Bormio-Bormio_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393358396044,Via Lungo Frodolfo Ezio Vanoni 3 ,23032, Bormio
The Steak House Braulio,https://www.tripadvisor.it/Restaurant_Review-g194697-d7607889-Reviews-The_Steak_House_Braulio-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342905258,Via Roma 21 ,23032, Bormio
Vecchia Combo,https://www.tripadvisor.it/Restaurant_Review-g194697-d1523692-Reviews-Vecchia_Combo-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342901568,Piazza Crocefisso Santuario 4 ,23032, Bormio
Ristorante Al Filò,https://www.tripadvisor.it/Restaurant_Review-g194697-d1146104-Reviews-Ristorante_Al_Filo-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342901732,Via Dante Alighieri 6 ,23032, Bormio
Osteria la Bajona,https://www.tripadvisor.it/Restaurant_Review-g194697-d7332448-Reviews-Osteria_la_Bajona-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393279247667,Piazza Cavour 15 ,23032, Bormio
Bar Bormio,https://www.tripadvisor.it/Restaurant_Review-g194697-d4491271-Reviews-Bar_Bormio-Bormio_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+390342902109,Via Roma 79 ,23032, Bormio
Keller Steak House,https://www.tripadvisor.it/Restaurant_Review-g194697-d4297123-Reviews-Keller_Steak_House-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393312447555,Via Alla Funivia 39 ,23032, Bormio
Ristorante Hotel Genzianella,https://www.tripadvisor.it/Restaurant_Review-g194697-d1085156-Reviews-Ristorante_Hotel_Genzianella-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342904485,Via Zandilla 6 ,23032, Bormio
EnoPizza4u,https://www.tripadvisor.it/Restaurant_Review-g194697-d11980404-Reviews-EnoPizza4u-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393713272875,Via Trieste 24 ,23032, Bormio
Mary & Co.,https://www.tripadvisor.it/Restaurant_Review-g194697-d2718116-Reviews-Mary_Co-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342910864,Via Massimo Longa 5 ,23032, Bormio
Bistrot Pizzeria Umami,https://www.tripadvisor.it/Restaurant_Review-g194697-d11850076-Reviews-Pizzeria_Umami-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342911734,Via Stelvio 23 ,23032, Bormio
Agriturismo Rini,https://www.tripadvisor.it/Restaurant_Review-g194697-d2048582-Reviews-Agriturismo_Rini-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342901224,Via Cavalier Pietro Rini 2 ,23032, Bormio
Skianta,https://www.tripadvisor.it/Restaurant_Review-g194697-d8544943-Reviews-Skianta-Bormio_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,,Piazzetta Martino Anzi 8,,Bormio
Ristorante Osteria De I Magri,https://www.tripadvisor.it/Restaurant_Review-g194697-d1732606-Reviews-Ristorante_Osteria_De_I_Magri-Bormio_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342901694,Via Galilei 1 ,23032, Bormio
Ristorante pizzeria Sunrise Bormio,https://www.tripadvisor.it/Restaurant_Review-g194697-d2289711-Reviews-Sunrise-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342910525,Via Don Evaristo Peccedi 24 ,23032, Bormio
