id_struttura,provincia,nome_comune,denominazione_struttura,categoria,classificazione,indirizzo,cap,localita,email,tel,fax,camere,letti,bagni,attrezzature,attrezzature_lingue,geo_y,geo_x,latitude,longitude
8296848,BS,COLLIO,STELLA,Alberghiere,Alberghi 1 stella,VIA MANIVA 106,25060,,info@albergostellamostacia.it,30927209,30927209,7,14,7,"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Bar,Parcheggio custodito,Ristorante,Sala lettura separata",,507410445916000000,606315127298000000,5.07410445916E+17,6.06315127298E+17
8266546,BS,COLLIO,PINETA,Alberghiere,Alberghi 1 stella,VIA MANIVA 253/A P. DELLA PIETRA,25060,,tangoristo@libero.it,30927192,302055793,12,24,12,"Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Bar,Custodia valori in cassaforte,Parcheggio non custodito,Parco o giardino,Ristorante,Sala televisione separata,Trasporto clienti stazione",,507553927567000000,607904888827000000,5.07553927567E+17,6.0790488882700006E+17
267458317,BG,ROGNO,VILLA LORENZO (LNI),Complementari,Locazione turistica non imprenditoriale,VIA CLAVESANA CASTELFRANCO 17,24060,,"lorenzo.bardella@fastwebnet.it, lorenzo.bardella@alice.it",333 5873957,,2,5,1,,,507752255260000000,586222448818000000,5.0775225526E+17,5.86222448818E+17
260399507,BG,ROGNO,RESIDENZA AL CASTELLO - CASA ORCHIDEA (REBOLI IVAN) (LNI),Complementari,Locazione turistica non imprenditoriale,VIA LOCATELLI 17 E VICOLO SAN PAOLO CASTELFRANCO 12,24060,,mariagrazia.bardella@virgilio.it,339 3254924,,4,8,2,,,0,0,0.0,0.0
641197579,BG,ROGNO,RIFUGIO PIAN DE LA PALU',Complementari,Rifugi di montagna,LOCALITA' PIAN DE LA PALU' SNC,24060,,irtaspa@pec.it,34665000,,3,10,3,,,0,0,0.0,0.0
65499170,SO,VALDISOTTO,B&B Anyma,Complementari,Bed & Breakfast,Via Pradelle 1,,,abbo.andrea.1964@gmail.com,+39 393 0205017,,3,6,2,,,0,0,0.0,0.0
83228932,SO,VALDISOTTO,Camera Salomoni Leandro,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
435403404,SO,VALDISOTTO,Appartamenti Jin Xizi 53,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,0,0,,,0,0,0.0,0.0
639615078,SO,VALDISOTTO,Best House,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,14,4,,,0,0,0.0,0.0
435403461,SO,VALDISOTTO,Appartamento Giacomelli Cecilia,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,6,1,,,0,0,0.0,0.0
65347843,SO,VALDISOTTO,Appartamento Demonti Guido,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Dosso 10/A,,,pedrawa66@hotmail.it,3389821232,,0,4,16,,,514487256632000000,604116814575999000,5.14487256632E+17,6.0411681457599898E+17
177980375,SO,VALDISOTTO,Appartamento Cabiati Daniele,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,5,2,,,0,0,0.0,0.0
65347838,SO,VALDISOTTO,Casa Trabuk,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via  Osteglio 1,,,,3804678197,,0,6,16,,,51459640729700000,604252750719000000,5.14596407297E+16,6.0425275071900006E+17
65347828,SO,VALDISOTTO,Casa Alessandra,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Casericc 10,,,alessandragi@outlook.it,3406440417,,0,3,16,,,514549797097000000,605640126189999000,5.14549797097E+17,6.0564012618999898E+17
385329010,SO,VALDISOTTO,"Bormio Stay - Via Tola, 35 sub 16",Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,0,0,,,0,0,0.0,0.0
435403467,SO,VALDISOTTO,Appartamento Ju Chen,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
65347821,SO,VALDISOTTO,Casa Fiora - Bracchi Aldo,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Carpin 4,,,tizybracchi@gmail.com,338 3026547,,0,5,16,,,514385023916999000,604171260388999000,5.1438502391699898E+17,6.0417126038899904E+17
65348301,SO,VALDISOTTO,Casa Bellotti,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Fumarogo 52,,,mich.magatelli@tiscali.it,3486918294,,0,5,16,,,514566786543000000,60422229725199900,5.14566786543E+17,60422229725199904
662890900,SO,VALDISOTTO,Appartamento Martinelli Fulvio,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,2,1,,,0,0,0.0,0.0
83228049,SO,VALDISOTTO,Chalet DCB - Dei Cas Sabrina,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,,,,,,0,10,4,,,23.03,0,23.03,0.0
178239837,SO,VALDISOTTO,Residence ai Suma - sub 27,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,6,1,,,0,0,0.0,0.0
542328733,SO,VALDISOTTO,Appartamento Marchionni Stefano,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
335804990,SO,VALDISOTTO,Appartamento Divina Sonia,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
107519989,SO,VALDISOTTO,B&B da Lucia,Complementari,Bed & Breakfast,,23030,,,,,4,10,3,,,0,0,0.0,0.0
588161079,SO,VALDISOTTO,Appartamento Sinistrero Chiara,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
102024621,SO,VALDISOTTO,Appartamento Molinelli,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
179027377,SO,VALDISOTTO,Appartamento Tavormina Vincenza,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
551823088,SO,VALDISOTTO,Appartamenti Sambrizzi Agostino,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,6,2,,,0,0,0.0,0.0
150268459,SO,VALDISOTTO,Appartamento Salomoni Giancarlo,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
178239841,SO,VALDISOTTO,Residence ai Suma - sub 28,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
638292756,SO,VALDISOTTO,Appartamento Shabani Blerina,Complementari,Locazione turistica non imprenditoriale,,23030,,,,,0,2,1,,,0,0,0.0,0.0
241364922,SO,VALDISOTTO,Appartamento Ponti Lorenzo,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,6,1,,,0,0,0.0,0.0
435403407,SO,VALDISOTTO,Appartamenti Jin Xizi 54,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,0,0,,,0,0,0.0,0.0
503210247,SO,VALDISOTTO,Piccola Residenza,Complementari,Locazione turistica non imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
110470986,SO,VALDISOTTO,Foresteria Chalet La Rugiada,Complementari,Foresterie lombarde,,23030,,,,,4,14,4,,,0,0,0.0,0.0
184470620,SO,VALDISOTTO,Residence ai Suma - sub 126,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,6,1,,,0,0,0.0,0.0
83228068,SO,VALDISOTTO,Colturi Ginevra,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,2,,,0,0,0.0,0.0
649245768,SO,VALDISOTTO,Appartamento Canclini Antonio,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
197997402,SO,VALDISOTTO,Cristallo Srl - Via Roma 2,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,2,,,0,0,0.0,0.0
353130030,SO,VALDISOTTO,Appartamento Curci Giovanna,Complementari,Locazione turistica non imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
9752671,SO,VALDISOTTO,Sport Club Hotel,Alberghiere,Alberghi 2 stelle,Via Mulini Santa Lucia 7,23030,,info@belvederebormio.com,0342 901589,0342 910065,37,82,37,"Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Pulizia calzature,Ristorante,Sala televisione separata,Trasporto clienti stazione","Francese,Inglese,Tedesco",0,0,0.0,0.0
65348311,SO,VALDISOTTO,Casa Colturi,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Carpin 11,,,gotros@gmail.com,3488622470,,0,10,16,,,514380145050999000,604126171189000000,5.1438014505099898E+17,6.0412617118899994E+17
9753321,SO,VALDISOTTO,CAMPEGGIO CIMA PIAZZI,Complementari,Campeggi e aree attrezzate per camper e roulotte 3 stelle,Via Nazionale Tola 29,23030,,info@cimapiazzi.it,0342 950298,0342 951570,12,288,30,,,514426408227999000,604539840577000000,5.1442640822799898E+17,6.0453984057699994E+17
13477883,SO,VALDISOTTO,CASA DEL SOL,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Fumarogo Santa Lucia 96,23030,,,,,0,22,6,,,514545427075000000,604210440504000000,5.14545427075E+17,6.04210440504E+17
178239858,SO,VALDISOTTO,Residence ai Suma - sub 4,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
65347780,SO,VALDISOTTO,Appartamento Canclini,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Centrale 52,,,canclini.umberto@libero.it,342902458,,0,4,16,,,514531151298000000,605470964566000000,5.14531151298E+17,6.05470964566E+17
65348273,SO,VALDISOTTO,Appartamenti Crestani Angela Vittoria,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Dosso 6,,,vittoria.crestani@libero.it,3200880386,,0,10,16,,,514499461038000000,604150789747999000,5.14499461038E+17,6.0415078974799898E+17
9680895,SO,VALDISOTTO,MIRAGE RESIDENCE,Alberghiere,Residenze turistico alberghiere 3 stelle,Via Crap del Maro Oga 22,23030,,SalomoniSilvano@tiscali.it,0342 929029,0342 929029,8,33,8,"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Parco o giardino,Ristorante,Tavernetta o tavola calda",Inglese,514680682887000000,603454420358999000,5.14680682887E+17,6.0345442035899904E+17
116170967,SO,VALDISOTTO,Appartamenti Sulli Carlo,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,12,2,,,0,0,0.0,0.0
197997400,SO,VALDISOTTO,Appartamento Tasca Maria Teresa,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
591348283,SO,VALDISOTTO,Appartamento Chiari Adriana,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,8,3,,,0,0,0.0,0.0
84668637,SO,VALDISOTTO,Vallecetta2,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
649245773,SO,VALDISOTTO,Casa Vacanze Cepina,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
13478351,SO,VALDISOTTO,CHALET LA RUGIADA,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Roma Cepina 82/b,23030,,info@chaletlarugiada.it,0342 9511151,,0,20,3,,,514287233987000000,604205679686999000,5.14287233987E+17,6.0420567968699904E+17
65348279,SO,VALDISOTTO,Appartamento Bandinu Francesco,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Fumarogo 76,,,francescobandinu@gmail.com,3283613072,,0,8,16,,,514559571097999000,604224365970000000,5.1455957109799898E+17,6.0422436597E+17
83228599,SO,VALDISOTTO,Mambretti Carla,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
13477675,SO,VALDISOTTO,LO CHALET,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Ciuk,23030,,anzi@valtline.it,0342 904381,0342 904322,6,30,6,,,514541205810999000,606530648107000000,5.1454120581099898E+17,6.0653064810700006E+17
83228903,SO,VALDISOTTO,Appartamento Rododendro,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
631221378,SO,VALDISOTTO,Appartamento Guadagnin Eleonora,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
331958788,SO,VALDISOTTO,Appartamenti Clementi Valeria SUB 8,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,0,0,,,0,0,0.0,0.0
98049035,SO,VALDISOTTO,Appartamento Colombo Giuseppina,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,7,1,,,0,0,0.0,0.0
65068657,SO,VALDISOTTO,Casa Grafa,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Nuova 16 Piatta 16,,,grazia_vitalini@alice.it,3335089051,,0,10,16,,,514560197004999000,605555692371999000,5.1456019700499898E+17,6.0555569237199898E+17
97660803,SO,VALDISOTTO,Appartamento Praolini Aldo,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
83228900,SO,VALDISOTTO,Appartamento Rocca Nicoletta,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
101334847,SO,VALDISOTTO,Casa Fabio,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,14,4,,,0,0,0.0,0.0
86397710,SO,VALDISOTTO,Casa Bracchi,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23032,,,,,0,6,2,,,0,0,0.0,0.0
9758386,SO,VALDISOTTO,RTA RESIDENZA DELLO STELVIO,Alberghiere,Residenze turistico alberghiere 2 stelle,Via Galet Oga 1/b,23030,,residencestelvio@alice.it,0342 929001,0342 929117,0,57,20,,,514630522778999000,603006493067999000,5.1463052277899898E+17,6.0300649306799898E+17
407997860,SO,VALDISOTTO,Appartamento Anzi MIchele,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
88364749,SO,VALDISOTTO,Casa Yoghi,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,5,2,,,0,0,0.0,0.0
9752769,SO,VALDISOTTO,GIRASOLE,Alberghiere,Alberghi 3 stelle,Bormio 2000,23030,,info@hotelgirasole2000.it,0342 904652,0342 904659,49,98,49,"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Discoteca,Giochi per bambini,Ristorante,Trasporto clienti stazione","Francese,Inglese,Tedesco",514413801759000000,606558924261000000,5.14413801759E+17,6.0655892426099994E+17
178239853,SO,VALDISOTTO,Residence ai Suma - sub 37,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,6,1,,,0,0,0.0,0.0
510366665,SO,VALDISOTTO,Appartamento Luksch Alessandra,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,5,1,,,0,0,0.0,0.0
83228909,SO,VALDISOTTO,Appartamento Salomoni Leandro,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
175558787,SO,VALDISOTTO,Bormio Stay - LocalitÃ  San Pietro sub 9,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,1,1,,,0,0,0.0,0.0
284365546,SO,VALDISOTTO,Appartamento Croci Gabriella,Complementari,Locazione turistica non imprenditoriale,,,,,,,0,6,1,,,0,0,0.0,0.0
175558777,SO,VALDISOTTO,Bormio Stay - LocalitÃ  San Pietro sub 10,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,3,1,,,0,0,0.0,0.0
9752886,SO,VALDISOTTO,CHALET DEI RODODENDRI,Complementari,Rifugi di montagna,La Rocca,23030,,chaletdeirododendri@gmail.com,0342 905034,0342 905034,9,45,8,,"Inglese,Tedesco",514197369658999000,60373761550700000,5.1419736965899898E+17,6.03737615507E+16
284032776,SO,VALDISOTTO,Appartamento Pedrana Livio,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,,,,,,0,4,1,,,0,0,0.0,0.0
9752994,SO,VALDISOTTO,BAITA DE MARIO,Alberghiere,Alberghi 3 stelle,Ciuk,23030,,info@baitademario.com,0342 901424,0342 910880,22,44,22,"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Parco o giardino,Ristorante,Sala televisione separata","Inglese,Tedesco",514541205810999000,606530648107000000,5.1454120581099898E+17,6.0653064810700006E+17
9762742,SO,VALDISOTTO,DA MINDI,Complementari,Foresterie lombarde,Via Roma 23,23030,,,,,6,15,6,,,514631365359000000,603373189826000000,5.14631365359E+17,6.03373189826E+17
435403411,SO,VALDISOTTO,Appartamento Anelli Alessandro,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
65347835,SO,VALDISOTTO,Appartamento L'Orfano Serena,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Scleva 5/c,,,serenalorfano@gmail.com,3491290030,,0,6,16,,,0,0,0.0,0.0
241364914,SO,VALDISOTTO,Appartamento Faifer Marco,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,3,1,,,0,0,0.0,0.0
13478442,SO,VALDISOTTO,CHALET DEL BOSCO,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),Via Valle del Prete,23030,,mary.compagnoni@gmail.com,0342 951041,0342 951041,0,18,7,,,514362906895000000,604130456355000000,5.14362906895E+17,6.0413045635500006E+17
83228926,SO,VALDISOTTO,Baita Ortin,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,10,2,,,0,0,0.0,0.0
135429582,SO,VALDISOTTO,Bormio Stay - Vendrello,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23032,,,,,0,8,2,,,0,0,0.0,0.0
88619464,SO,VALDISOTTO,Mikiliz - Zampatti,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,6,3,,,0,0,0.0,0.0
348859579,SO,VALDISOTTO,Appartamento Giliberti Elena Francesca,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,8,3,,,0,0,0.0,0.0
405164095,SO,VALDISOTTO,Hotel San Pietro,Alberghiere,Alberghi 2 stelle,,23030,,,,,11,21,11,,,0,0,0.0,0.0
178575930,SO,VALDISOTTO,Residence ai Suma - sub 26,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,6,1,,,0,0,0.0,0.0
90356449,SO,VALDISOTTO,Residenza le Principesse - Bracchi Claudio,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,2,,,0,0,0.0,0.0
331958792,SO,VALDISOTTO,Appartamenti Clementi Valeria SUB 9,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,0,0,,,0,0,0.0,0.0
646973602,SO,VALDISOTTO,Appartamento Perazzelli Francesco,Complementari,Locazione turistica non imprenditoriale,,23030,,,,,0,2,1,,,0,0,0.0,0.0
83228058,SO,VALDISOTTO,Chalet La Rugiada Vds,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,30,8,,,0,0,0.0,0.0
497208146,SO,VALDISOTTO,Appartamento Santelli Lorenzo Mario,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
197997392,SO,VALDISOTTO,Appartamento Ostinelli Paola,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,5,1,,,0,0,0.0,0.0
65499470,SO,VALDISOTTO,Casa Vacanze Le Rondini,Complementari,Foresterie lombarde,Via De Gasperi 28/A,,,geom.pedrinisimone@gmail.com,3381398566,,0,18,6,,,514197369658999000,60373761550700000,5.1419736965899898E+17,6.03737615507E+16
9734829,SO,VALDISOTTO,CEPINA,Alberghiere,Alberghi 4 stelle,Via Roma 8,23030,,info@hotelcepina.it,0342 951161,0342 950583,37,72,37,"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Fitness/centro salute,Lavaggio e stiratura biancheria,Parco o giardino,Pulizia calzature,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Sauna privata,Servizio congressi,Tavernetta o tavola calda,Trasporto clienti stazione","Inglese,Tedesco",514352854416999000,604231305731000000,5.1435285441699898E+17,6.0423130573100006E+17
178239848,SO,VALDISOTTO,Residence ai Suma - sub 3,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
197997381,SO,VALDISOTTO,Cristallo Srl - Via Carpin 9/B - sub. 4 e 8,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,2,2,,,0,0,0.0,0.0
577133006,SO,VALDISOTTO,La Baitina dei Ros,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,6,1,,,0,0,0.0,0.0
435403476,SO,VALDISOTTO,Appartamento Wang Jixin,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,2,1,,,0,0,0.0,0.0
175558504,SO,VALDISOTTO,Bormio Stay - LocalitÃ  San Pietro sub 7,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,2,1,,,0,0,0.0,0.0
81264504,SO,VALDISOTTO,Best House - Baroni Elisa,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,VIA NUOVA 31,23030,,,339 4582010,,0,8,2,,,514534677935000000,605568096857000000,5.14534677935E+17,6.0556809685699994E+17
101334843,SO,VALDISOTTO,Appartamento Giacomelli Bruno Giuseppe,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23032,,,,,0,6,2,,,0,0,0.0,0.0
83228414,SO,VALDISOTTO,Appartamento Stella di Neve - Canclini Veronica,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,23030,,,,,0,4,1,,,0,0,0.0,0.0
175557958,SO,VALDISOTTO,Bormio Stay - LocalitÃ  San Pietro sub. 6,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,23030,,,,,0,4,1,,,0,0,0.0,0.0
